340.5,0
340.75,9
341,17
341.25,26
341.5,35
341.75,44
342,53
342.25,63
342.5,73
342.75,83
343,93
343.25,103
343.5,114
343.75,125
344,136
344.25,147
344.5,159
344.75,171
345,183
345.25,195
345.5,210
345.75,225
346,240
346.25,255
346.5,275
346.75,295
347,315
347.25,340
347.5,365
347.75,395
348,425
348.25,460
348.5,500
348.75,550
349,608.99
349.25,678.81
349.5,1025.6
349.75,617.78
350,704.71
350.25,751.88
350.5,712.11
350.75,703.78
351,817.07
351.25,836.96
351.5,825.4
351.75,547.95
352,854.53
352.25,907.71
352.5,684.83
352.75,706.56
353,935.45
353.25,701.94
353.5,778.23
353.75,932.68
354,778.7
354.25,951.64
354.5,939.61
354.75,670.49
355,846.21
355.25,842.51
355.5,872.1
355.75,532.69
356,837.88
356.25,1032.6
356.5,919.27
356.75,897.53
357,974.76
357.25,1254.5
357.5,932.68
357.75,978.46
358,873.49
358.25,834.65
358.5,953.95
358.75,946.55
359,923.89
359.25,1030.2
359.5,928.05
359.75,998.34
360,988.17
360.25,1121.3
360.5,1185.2
360.75,954.87
361,1175.9
361.25,1028.9
361.5,1143.5
361.75,1232.3
362,1273.5
362.25,1215.2
362.5,1298.9
362.75,1365.5
363,1348.4
363.25,1289.2
363.5,1517.6
363.75,1302.6
364,1458.9
364.25,1407.1
364.5,1477.9
364.75,1393.2
365,1446.9
365.25,1615.7
365.5,1652.6
365.75,1593.9
366,1662.4
366.25,1543.5
366.5,1548.6
366.75,1736.3
367,1617
367.25,1696.6
367.5,1858
367.75,1751.6
368,1872.8
368.25,1888.9
368.5,1868.1
368.75,1943
369,1983.7
369.25,1983.7
369.5,2201.1
369.75,2083.1
370,2189.5
370.25,2251
370.5,2160.4
370.75,2211.7
371,2453.1
371.25,2274.1
371.5,2441.5
371.75,2374
372,2442.9
372.25,2543.7
372.5,2463.2
372.75,2544.6
373,2637.6
373.25,2823
373.5,2711.6
373.75,2908.1
374,2848.9
374.25,2848
374.5,2804
374.75,2738.8
375,2843.3
375.25,2985.3
375.5,3051.4
375.75,3097.2
376,3303.4
376.25,3399.6
376.5,3251.2
376.75,3434.8
377,3351.1
377.25,3506.4
377.5,3607.2
377.75,3622
378,3742.7
378.25,3558.7
378.5,3918
378.75,3873.6
379,3850.5
379.25,4024.8
379.5,4038.2
379.75,4112.2
380,4273.1
380.25,4264.8
380.5,4447.9
380.75,4490
381,4439.6
381.25,4480.7
381.5,4699
381.75,4646.7
382,4761
382.25,4883
382.5,4839.1
382.75,5050
383,5074.9
383.25,5261.7
383.5,5345.4
383.75,5285.3
384,5510.1
384.25,5710.7
384.5,5510.5
384.75,5812.9
385,5864.3
385.25,5759.8
385.5,6131.5
385.75,6074.2
386,6257.8
386.25,6251.8
386.5,6513.9
386.75,6566.2
387,6617.5
387.25,6708.6
387.5,6853.8
387.75,6990.2
388,7053.1
388.25,7096.6
388.5,7195.5
388.75,7366.6
389,7494.2
389.25,7537.7
389.5,7717.1
389.75,7787.9
390,7935.4
390.25,7981.2
390.5,7847.5
390.75,8236.4
391,8303
391.25,8527.3
391.5,8420.4
391.75,8704.4
392,8920.3
392.25,8986
392.5,8977.7
392.75,9225
393,9317.5
393.25,9546.4
393.5,9650.9
393.75,9730.9
394,9899.7
394.25,10046
394.5,10151
394.75,10242
395,10319
395.25,10486
395.5,10847
395.75,10996
396,11149
396.25,11200
396.5,11304
396.75,11512
397,11575
397.25,11790
397.5,11967
397.75,11992
398,12225
398.25,12406
398.5,12719
398.75,12838
399,12882
399.25,13001
399.5,13184
399.75,13385
400,13505
400.25,13682
400.5,13810
400.75,13998
401,14044
401.25,14155
401.5,14448
401.75,14619
402,14706
402.25,14936
402.5,15159
402.75,15309
403,15445
403.25,15773
403.5,15824
403.75,15733
404,16228
404.25,16445
404.5,16457
404.75,16738
405,16868
405.25,17069
405.5,17269
405.75,17420
406,17690
406.25,17990
406.5,18061
406.75,18275
407,18525
407.25,18605
407.5,19002
407.75,19158
408,19283
408.25,19439
408.5,19717
408.75,19973
409,20022
409.25,20312
409.5,20612
409.75,20787
410,21026
410.25,21249
410.5,21320
410.75,21588
411,21901
411.25,22072
411.5,22380
411.75,22590
412,22690
412.25,23076
412.5,23273
412.75,23535
413,23565
413.25,23907
413.5,24091
413.75,24383
414,24540
